date,pincode,district,state,center_type,footfall
2025-02-14,500001,Hyderabad,Telangana,Urban,171
2025-02-15,500001,Hyderabad,Telangana,Urban,107
2025-02-16,500001,Hyderabad,Telangana,Urban,92
2025-02-17,500001,Hyderabad,Telangana,Urban,180
2025-02-18,500001,Hyderabad,Telangana,Urban,242
2025-02-19,500001,Hyderabad,Telangana,Urban,207
2025-02-20,500001,Hyderabad,Telangana,Urban,200
2025-02-21,500001,Hyderabad,Telangana,Urban,148
2025-02-22,500001,Hyderabad,Telangana,Urban,86
2025-02-23,500001,Hyderabad,Telangana,Urban,86
2025-02-24,500001,Hyderabad,Telangana,Urban,179
2025-02-25,500001,Hyderabad,Telangana,Urban,189
2025-02-26,500001,Hyderabad,Telangana,Urban,133
2025-02-27,500001,Hyderabad,Telangana,Urban,158
2025-02-28,500001,Hyderabad,Telangana,Urban,121
2025-03-01,500001,Hyderabad,Telangana,Urban,131
2025-03-02,500001,Hyderabad,Telangana,Urban,102
2025-03-03,500001,Hyderabad,Telangana,Urban,293
2025-03-04,500001,Hyderabad,Telangana,Urban,279
2025-03-05,500001,Hyderabad,Telangana,Urban,256
2025-03-06,500001,Hyderabad,Telangana,Urban,247
2025-03-07,500001,Hyderabad,Telangana,Urban,193
2025-03-08,500001,Hyderabad,Telangana,Urban,132
2025-03-09,500001,Hyderabad,Telangana,Urban,95
2025-03-10,500001,Hyderabad,Telangana,Urban,246
2025-03-11,500001,Hyderabad,Telangana,Urban,212
2025-03-12,500001,Hyderabad,Telangana,Urban,148
2025-03-13,500001,Hyderabad,Telangana,Urban,249
2025-03-14,500001,Hyderabad,Telangana,Urban,41
2025-03-15,500001,Hyderabad,Telangana,Urban,195
2025-03-16,500001,Hyderabad,Telangana,Urban,94
2025-03-17,500001,Hyderabad,Telangana,Urban,262
2025-03-18,500001,Hyderabad,Telangana,Urban,243
2025-03-19,500001,Hyderabad,Telangana,Urban,250
2025-03-20,500001,Hyderabad,Telangana,Urban,161
2025-03-21,500001,Hyderabad,Telangana,Urban,159
2025-03-22,500001,Hyderabad,Telangana,Urban,111
2025-03-23,500001,Hyderabad,Telangana,Urban,105
2025-03-24,500001,Hyderabad,Telangana,Urban,216
2025-03-25,500001,Hyderabad,Telangana,Urban,204
2025-03-26,500001,Hyderabad,Telangana,Urban,198
2025-03-27,500001,Hyderabad,Telangana,Urban,180
2025-03-28,500001,Hyderabad,Telangana,Urban,225
2025-03-29,500001,Hyderabad,Telangana,Urban,123
2025-03-30,500001,Hyderabad,Telangana,Urban,98
2025-03-31,500001,Hyderabad,Telangana,Urban,53
2025-04-01,500001,Hyderabad,Telangana,Urban,441
2025-04-02,500001,Hyderabad,Telangana,Urban,280
2025-04-03,500001,Hyderabad,Telangana,Urban,153
2025-04-04,500001,Hyderabad,Telangana,Urban,249
2025-04-05,500001,Hyderabad,Telangana,Urban,157
2025-04-06,500001,Hyderabad,Telangana,Urban,134
2025-04-07,500001,Hyderabad,Telangana,Urban,289
2025-04-08,500001,Hyderabad,Telangana,Urban,282
2025-04-09,500001,Hyderabad,Telangana,Urban,249
2025-04-10,500001,Hyderabad,Telangana,Urban,42
2025-04-11,500001,Hyderabad,Telangana,Urban,310
2025-04-12,500001,Hyderabad,Telangana,Urban,118
2025-04-13,500001,Hyderabad,Telangana,Urban,113
2025-04-14,500001,Hyderabad,Telangana,Urban,48
2025-04-15,500001,Hyderabad,Telangana,Urban,388
2025-04-16,500001,Hyderabad,Telangana,Urban,180
2025-04-17,500001,Hyderabad,Telangana,Urban,196
2025-04-18,500001,Hyderabad,Telangana,Urban,217
2025-04-19,500001,Hyderabad,Telangana,Urban,155
2025-04-20,500001,Hyderabad,Telangana,Urban,132
2025-04-21,500001,Hyderabad,Telangana,Urban,274
2025-04-22,500001,Hyderabad,Telangana,Urban,197
2025-04-23,500001,Hyderabad,Telangana,Urban,215
2025-04-24,500001,Hyderabad,Telangana,Urban,281
2025-04-25,500001,Hyderabad,Telangana,Urban,192
2025-04-26,500001,Hyderabad,Telangana,Urban,156
2025-04-27,500001,Hyderabad,Telangana,Urban,87
2025-04-28,500001,Hyderabad,Telangana,Urban,157
2025-04-29,500001,Hyderabad,Telangana,Urban,266
2025-04-30,500001,Hyderabad,Telangana,Urban,139
2025-05-01,500001,Hyderabad,Telangana,Urban,33
2025-05-02,500001,Hyderabad,Telangana,Urban,257
2025-05-03,500001,Hyderabad,Telangana,Urban,153
2025-05-04,500001,Hyderabad,Telangana,Urban,80
2025-05-05,500001,Hyderabad,Telangana,Urban,231
2025-05-06,500001,Hyderabad,Telangana,Urban,244
2025-05-07,500001,Hyderabad,Telangana,Urban,253
2025-05-08,500001,Hyderabad,Telangana,Urban,227
2025-05-09,500001,Hyderabad,Telangana,Urban,258
2025-05-10,500001,Hyderabad,Telangana,Urban,125
2025-05-11,500001,Hyderabad,Telangana,Urban,79
2025-05-12,500001,Hyderabad,Telangana,Urban,276
2025-05-13,500001,Hyderabad,Telangana,Urban,197
2025-05-14,500001,Hyderabad,Telangana,Urban,298
2025-05-15,500001,Hyderabad,Telangana,Urban,227
2025-05-16,500001,Hyderabad,Telangana,Urban,178
2025-05-17,500001,Hyderabad,Telangana,Urban,139
2025-05-18,500001,Hyderabad,Telangana,Urban,62
2025-05-19,500001,Hyderabad,Telangana,Urban,310
2025-05-20,500001,Hyderabad,Telangana,Urban,289
2025-05-21,500001,Hyderabad,Telangana,Urban,178
2025-05-22,500001,Hyderabad,Telangana,Urban,199
2025-05-23,500001,Hyderabad,Telangana,Urban,175
2025-05-24,500001,Hyderabad,Telangana,Urban,174
2025-05-25,500001,Hyderabad,Telangana,Urban,105
2025-05-26,500001,Hyderabad,Telangana,Urban,289
2025-05-27,500001,Hyderabad,Telangana,Urban,218
2025-05-28,500001,Hyderabad,Telangana,Urban,240
2025-05-29,500001,Hyderabad,Telangana,Urban,212
2025-05-30,500001,Hyderabad,Telangana,Urban,192
2025-05-31,500001,Hyderabad,Telangana,Urban,163
2025-06-01,500001,Hyderabad,Telangana,Urban,152
2025-06-02,500001,Hyderabad,Telangana,Urban,355
2025-06-03,500001,Hyderabad,Telangana,Urban,307
2025-06-04,500001,Hyderabad,Telangana,Urban,270
2025-06-05,500001,Hyderabad,Telangana,Urban,281
2025-06-06,500001,Hyderabad,Telangana,Urban,207
2025-06-07,500001,Hyderabad,Telangana,Urban,135
2025-06-08,500001,Hyderabad,Telangana,Urban,102
2025-06-09,500001,Hyderabad,Telangana,Urban,321
2025-06-10,500001,Hyderabad,Telangana,Urban,363
2025-06-11,500001,Hyderabad,Telangana,Urban,344
2025-06-12,500001,Hyderabad,Telangana,Urban,240
2025-06-13,500001,Hyderabad,Telangana,Urban,241
2025-06-14,500001,Hyderabad,Telangana,Urban,228
2025-06-15,500001,Hyderabad,Telangana,Urban,131
2025-06-16,500001,Hyderabad,Telangana,Urban,245
2025-06-17,500001,Hyderabad,Telangana,Urban,324
2025-06-18,500001,Hyderabad,Telangana,Urban,238
2025-06-19,500001,Hyderabad,Telangana,Urban,217
2025-06-20,500001,Hyderabad,Telangana,Urban,219
2025-06-21,500001,Hyderabad,Telangana,Urban,163
2025-06-22,500001,Hyderabad,Telangana,Urban,74
2025-06-23,500001,Hyderabad,Telangana,Urban,286
2025-06-24,500001,Hyderabad,Telangana,Urban,264
2025-06-25,500001,Hyderabad,Telangana,Urban,243
2025-06-26,500001,Hyderabad,Telangana,Urban,280
2025-06-27,500001,Hyderabad,Telangana,Urban,243
2025-06-28,500001,Hyderabad,Telangana,Urban,158
2025-06-29,500001,Hyderabad,Telangana,Urban,126
2025-06-30,500001,Hyderabad,Telangana,Urban,317
2025-07-01,500001,Hyderabad,Telangana,Urban,381
2025-07-02,500001,Hyderabad,Telangana,Urban,300
2025-07-03,500001,Hyderabad,Telangana,Urban,293
2025-07-04,500001,Hyderabad,Telangana,Urban,361
2025-07-05,500001,Hyderabad,Telangana,Urban,208
2025-07-06,500001,Hyderabad,Telangana,Urban,166
2025-07-07,500001,Hyderabad,Telangana,Urban,382
2025-07-08,500001,Hyderabad,Telangana,Urban,237
2025-07-09,500001,Hyderabad,Telangana,Urban,197
2025-07-10,500001,Hyderabad,Telangana,Urban,321
2025-07-11,500001,Hyderabad,Telangana,Urban,359
2025-07-12,500001,Hyderabad,Telangana,Urban,168
2025-07-13,500001,Hyderabad,Telangana,Urban,109
2025-07-14,500001,Hyderabad,Telangana,Urban,277
2025-07-15,500001,Hyderabad,Telangana,Urban,213
2025-07-16,500001,Hyderabad,Telangana,Urban,257
2025-07-17,500001,Hyderabad,Telangana,Urban,307
2025-07-18,500001,Hyderabad,Telangana,Urban,270
2025-07-19,500001,Hyderabad,Telangana,Urban,213
2025-07-20,500001,Hyderabad,Telangana,Urban,127
2025-07-21,500001,Hyderabad,Telangana,Urban,364
2025-07-22,500001,Hyderabad,Telangana,Urban,296
2025-07-23,500001,Hyderabad,Telangana,Urban,257
2025-07-24,500001,Hyderabad,Telangana,Urban,242
2025-07-25,500001,Hyderabad,Telangana,Urban,179
2025-07-26,500001,Hyderabad,Telangana,Urban,150
2025-07-27,500001,Hyderabad,Telangana,Urban,155
2025-07-28,500001,Hyderabad,Telangana,Urban,234
2025-07-29,500001,Hyderabad,Telangana,Urban,308
2025-07-30,500001,Hyderabad,Telangana,Urban,303
2025-07-31,500001,Hyderabad,Telangana,Urban,255
2025-08-01,500001,Hyderabad,Telangana,Urban,194
2025-08-02,500001,Hyderabad,Telangana,Urban,117
2025-08-03,500001,Hyderabad,Telangana,Urban,121
2025-08-04,500001,Hyderabad,Telangana,Urban,308
2025-08-05,500001,Hyderabad,Telangana,Urban,257
2025-08-06,500001,Hyderabad,Telangana,Urban,252
2025-08-07,500001,Hyderabad,Telangana,Urban,186
2025-08-08,500001,Hyderabad,Telangana,Urban,246
2025-08-09,500001,Hyderabad,Telangana,Urban,166
2025-08-10,500001,Hyderabad,Telangana,Urban,92
2025-08-11,500001,Hyderabad,Telangana,Urban,258
2025-08-12,500001,Hyderabad,Telangana,Urban,221
2025-08-13,500001,Hyderabad,Telangana,Urban,251
2025-08-14,500001,Hyderabad,Telangana,Urban,188
2025-08-15,500001,Hyderabad,Telangana,Urban,0
2025-08-16,500001,Hyderabad,Telangana,Urban,211
2025-08-17,500001,Hyderabad,Telangana,Urban,75
2025-08-18,500001,Hyderabad,Telangana,Urban,204
2025-08-19,500001,Hyderabad,Telangana,Urban,262
2025-08-20,500001,Hyderabad,Telangana,Urban,276
2025-08-21,500001,Hyderabad,Telangana,Urban,165
2025-08-22,500001,Hyderabad,Telangana,Urban,188
2025-08-23,500001,Hyderabad,Telangana,Urban,128
2025-08-24,500001,Hyderabad,Telangana,Urban,37
2025-08-25,500001,Hyderabad,Telangana,Urban,238
2025-08-26,500001,Hyderabad,Telangana,Urban,211
2025-08-27,500001,Hyderabad,Telangana,Urban,45
2025-08-28,500001,Hyderabad,Telangana,Urban,273
2025-08-29,500001,Hyderabad,Telangana,Urban,163
2025-08-30,500001,Hyderabad,Telangana,Urban,162
2025-08-31,500001,Hyderabad,Telangana,Urban,60
2025-09-01,500001,Hyderabad,Telangana,Urban,230
2025-09-02,500001,Hyderabad,Telangana,Urban,281
2025-09-03,500001,Hyderabad,Telangana,Urban,207
2025-09-04,500001,Hyderabad,Telangana,Urban,263
2025-09-05,500001,Hyderabad,Telangana,Urban,255
2025-09-06,500001,Hyderabad,Telangana,Urban,102
2025-09-07,500001,Hyderabad,Telangana,Urban,91
2025-09-08,500001,Hyderabad,Telangana,Urban,309
2025-09-09,500001,Hyderabad,Telangana,Urban,265
2025-09-10,500001,Hyderabad,Telangana,Urban,175
2025-09-11,500001,Hyderabad,Telangana,Urban,233
2025-09-12,500001,Hyderabad,Telangana,Urban,200
2025-09-13,500001,Hyderabad,Telangana,Urban,160
2025-09-14,500001,Hyderabad,Telangana,Urban,122
2025-09-15,500001,Hyderabad,Telangana,Urban,277
2025-09-16,500001,Hyderabad,Telangana,Urban,216
2025-09-17,500001,Hyderabad,Telangana,Urban,182
2025-09-18,500001,Hyderabad,Telangana,Urban,169
2025-09-19,500001,Hyderabad,Telangana,Urban,176
2025-09-20,500001,Hyderabad,Telangana,Urban,110
2025-09-21,500001,Hyderabad,Telangana,Urban,93
2025-09-22,500001,Hyderabad,Telangana,Urban,258
2025-09-23,500001,Hyderabad,Telangana,Urban,208
2025-09-24,500001,Hyderabad,Telangana,Urban,176
2025-09-25,500001,Hyderabad,Telangana,Urban,241
2025-09-26,500001,Hyderabad,Telangana,Urban,176
2025-09-27,500001,Hyderabad,Telangana,Urban,68
2025-09-28,500001,Hyderabad,Telangana,Urban,58
2025-09-29,500001,Hyderabad,Telangana,Urban,189
2025-09-30,500001,Hyderabad,Telangana,Urban,219
2025-10-01,500001,Hyderabad,Telangana,Urban,311
2025-10-02,500001,Hyderabad,Telangana,Urban,57
2025-10-03,500001,Hyderabad,Telangana,Urban,307
2025-10-04,500001,Hyderabad,Telangana,Urban,148
2025-10-05,500001,Hyderabad,Telangana,Urban,110
2025-10-06,500001,Hyderabad,Telangana,Urban,302
2025-10-07,500001,Hyderabad,Telangana,Urban,294
2025-10-08,500001,Hyderabad,Telangana,Urban,251
2025-10-09,500001,Hyderabad,Telangana,Urban,291
2025-10-10,500001,Hyderabad,Telangana,Urban,288
2025-10-11,500001,Hyderabad,Telangana,Urban,139
2025-10-12,500001,Hyderabad,Telangana,Urban,106
2025-10-13,500001,Hyderabad,Telangana,Urban,310
2025-10-14,500001,Hyderabad,Telangana,Urban,272
2025-10-15,500001,Hyderabad,Telangana,Urban,273
2025-10-16,500001,Hyderabad,Telangana,Urban,246
2025-10-17,500001,Hyderabad,Telangana,Urban,235
2025-10-18,500001,Hyderabad,Telangana,Urban,165
2025-10-19,500001,Hyderabad,Telangana,Urban,75
2025-10-20,500001,Hyderabad,Telangana,Urban,313
2025-10-21,500001,Hyderabad,Telangana,Urban,261
2025-10-22,500001,Hyderabad,Telangana,Urban,253
2025-10-23,500001,Hyderabad,Telangana,Urban,291
2025-10-24,500001,Hyderabad,Telangana,Urban,35
2025-10-25,500001,Hyderabad,Telangana,Urban,208
2025-10-26,500001,Hyderabad,Telangana,Urban,99
2025-10-27,500001,Hyderabad,Telangana,Urban,262
2025-10-28,500001,Hyderabad,Telangana,Urban,237
2025-10-29,500001,Hyderabad,Telangana,Urban,223
2025-10-30,500001,Hyderabad,Telangana,Urban,263
2025-10-31,500001,Hyderabad,Telangana,Urban,243
2025-11-01,500001,Hyderabad,Telangana,Urban,53
2025-11-02,500001,Hyderabad,Telangana,Urban,192
2025-11-03,500001,Hyderabad,Telangana,Urban,422
2025-11-04,500001,Hyderabad,Telangana,Urban,311
2025-11-05,500001,Hyderabad,Telangana,Urban,306
2025-11-06,500001,Hyderabad,Telangana,Urban,308
2025-11-07,500001,Hyderabad,Telangana,Urban,303
2025-11-08,500001,Hyderabad,Telangana,Urban,207
2025-11-09,500001,Hyderabad,Telangana,Urban,154
2025-11-10,500001,Hyderabad,Telangana,Urban,417
2025-11-11,500001,Hyderabad,Telangana,Urban,284
2025-11-12,500001,Hyderabad,Telangana,Urban,282
2025-11-13,500001,Hyderabad,Telangana,Urban,286
2025-11-14,500001,Hyderabad,Telangana,Urban,282
2025-11-15,500001,Hyderabad,Telangana,Urban,207
2025-11-16,500001,Hyderabad,Telangana,Urban,168
2025-11-17,500001,Hyderabad,Telangana,Urban,353
2025-11-18,500001,Hyderabad,Telangana,Urban,420
2025-11-19,500001,Hyderabad,Telangana,Urban,254
2025-11-20,500001,Hyderabad,Telangana,Urban,286
2025-11-21,500001,Hyderabad,Telangana,Urban,297
2025-11-22,500001,Hyderabad,Telangana,Urban,158
2025-11-23,500001,Hyderabad,Telangana,Urban,154
2025-11-24,500001,Hyderabad,Telangana,Urban,331
2025-11-25,500001,Hyderabad,Telangana,Urban,317
2025-11-26,500001,Hyderabad,Telangana,Urban,291
2025-11-27,500001,Hyderabad,Telangana,Urban,286
2025-11-28,500001,Hyderabad,Telangana,Urban,242
2025-11-29,500001,Hyderabad,Telangana,Urban,225
2025-11-30,500001,Hyderabad,Telangana,Urban,115
2025-12-01,500001,Hyderabad,Telangana,Urban,347
2025-12-02,500001,Hyderabad,Telangana,Urban,199
2025-12-03,500001,Hyderabad,Telangana,Urban,285
2025-12-04,500001,Hyderabad,Telangana,Urban,178
2025-12-05,500001,Hyderabad,Telangana,Urban,235
2025-12-06,500001,Hyderabad,Telangana,Urban,72
2025-12-07,500001,Hyderabad,Telangana,Urban,133
2025-12-08,500001,Hyderabad,Telangana,Urban,278
2025-12-09,500001,Hyderabad,Telangana,Urban,292
2025-12-10,500001,Hyderabad,Telangana,Urban,185
2025-12-11,500001,Hyderabad,Telangana,Urban,166
2025-12-12,500001,Hyderabad,Telangana,Urban,214
2025-12-13,500001,Hyderabad,Telangana,Urban,159
2025-12-14,500001,Hyderabad,Telangana,Urban,150
2025-12-15,500001,Hyderabad,Telangana,Urban,240
2025-12-16,500001,Hyderabad,Telangana,Urban,242
2025-12-17,500001,Hyderabad,Telangana,Urban,283
2025-12-18,500001,Hyderabad,Telangana,Urban,198
2025-12-19,500001,Hyderabad,Telangana,Urban,234
2025-12-20,500001,Hyderabad,Telangana,Urban,160
2025-12-21,500001,Hyderabad,Telangana,Urban,94
2025-12-22,500001,Hyderabad,Telangana,Urban,254
2025-12-23,500001,Hyderabad,Telangana,Urban,234
2025-12-24,500001,Hyderabad,Telangana,Urban,236
2025-12-25,500001,Hyderabad,Telangana,Urban,63
2025-12-26,500001,Hyderabad,Telangana,Urban,324
2025-12-27,500001,Hyderabad,Telangana,Urban,129
2025-12-28,500001,Hyderabad,Telangana,Urban,113
2025-12-29,500001,Hyderabad,Telangana,Urban,235
2025-12-30,500001,Hyderabad,Telangana,Urban,202
2025-12-31,500001,Hyderabad,Telangana,Urban,177
2026-01-01,500001,Hyderabad,Telangana,Urban,214
2026-01-02,500001,Hyderabad,Telangana,Urban,240
2026-01-03,500001,Hyderabad,Telangana,Urban,135
2026-01-04,500001,Hyderabad,Telangana,Urban,128
2026-01-05,500001,Hyderabad,Telangana,Urban,252
2026-01-06,500001,Hyderabad,Telangana,Urban,177
2026-01-07,500001,Hyderabad,Telangana,Urban,254
2026-01-08,500001,Hyderabad,Telangana,Urban,209
2026-01-09,500001,Hyderabad,Telangana,Urban,217
2026-01-10,500001,Hyderabad,Telangana,Urban,147
2026-01-11,500001,Hyderabad,Telangana,Urban,93
2026-01-12,500001,Hyderabad,Telangana,Urban,250
2026-01-13,500001,Hyderabad,Telangana,Urban,215
2026-01-14,500001,Hyderabad,Telangana,Urban,294
2026-01-15,500001,Hyderabad,Telangana,Urban,217
2026-01-16,500001,Hyderabad,Telangana,Urban,220
2026-01-17,500001,Hyderabad,Telangana,Urban,125
2026-01-18,500001,Hyderabad,Telangana,Urban,44
2026-01-19,500001,Hyderabad,Telangana,Urban,231
2026-01-20,500001,Hyderabad,Telangana,Urban,264
2026-01-21,500001,Hyderabad,Telangana,Urban,166
2026-01-22,500001,Hyderabad,Telangana,Urban,163
2026-01-23,500001,Hyderabad,Telangana,Urban,198
2026-01-24,500001,Hyderabad,Telangana,Urban,109
2026-01-25,500001,Hyderabad,Telangana,Urban,80
2026-01-26,500001,Hyderabad,Telangana,Urban,55
2026-01-27,500001,Hyderabad,Telangana,Urban,289
2026-01-28,500001,Hyderabad,Telangana,Urban,236
2026-01-29,500001,Hyderabad,Telangana,Urban,182
2026-01-30,500001,Hyderabad,Telangana,Urban,163
2026-01-31,500001,Hyderabad,Telangana,Urban,147
2025-01-01,411001,Pune,Maharashtra,Urban,178
2025-01-02,411001,Pune,Maharashtra,Urban,170
2025-01-03,411001,Pune,Maharashtra,Urban,151
2025-01-04,411001,Pune,Maharashtra,Urban,118
2025-01-05,411001,Pune,Maharashtra,Urban,79
2025-01-06,411001,Pune,Maharashtra,Urban,242
2025-01-07,411001,Pune,Maharashtra,Urban,172
2025-01-08,411001,Pune,Maharashtra,Urban,139
2025-01-09,411001,Pune,Maharashtra,Urban,201
2025-01-10,411001,Pune,Maharashtra,Urban,144
2025-01-11,411001,Pune,Maharashtra,Urban,121
2025-01-12,411001,Pune,Maharashtra,Urban,62
2025-01-13,411001,Pune,Maharashtra,Urban,211
2025-01-14,411001,Pune,Maharashtra,Urban,109
2025-01-15,411001,Pune,Maharashtra,Urban,184
2025-01-16,411001,Pune,Maharashtra,Urban,110
2025-01-17,411001,Pune,Maharashtra,Urban,218
2025-01-18,411001,Pune,Maharashtra,Urban,113
2025-01-19,411001,Pune,Maharashtra,Urban,52
2025-01-20,411001,Pune,Maharashtra,Urban,183
2025-01-21,411001,Pune,Maharashtra,Urban,181
2025-01-22,411001,Pune,Maharashtra,Urban,144
2025-01-23,411001,Pune,Maharashtra,Urban,143
2025-01-24,411001,Pune,Maharashtra,Urban,113
2025-01-25,411001,Pune,Maharashtra,Urban,112
2025-01-26,411001,Pune,Maharashtra,Urban,2
2025-01-27,411001,Pune,Maharashtra,Urban,230
2025-01-28,411001,Pune,Maharashtra,Urban,161
2025-01-29,411001,Pune,Maharashtra,Urban,205
2025-01-30,411001,Pune,Maharashtra,Urban,159
2025-01-31,411001,Pune,Maharashtra,Urban,162
2025-02-01,411001,Pune,Maharashtra,Urban,117
2025-02-02,411001,Pune,Maharashtra,Urban,87
2025-02-03,411001,Pune,Maharashtra,Urban,221
2025-02-04,411001,Pune,Maharashtra,Urban,182
2025-02-05,411001,Pune,Maharashtra,Urban,157
2025-02-06,411001,Pune,Maharashtra,Urban,174
2025-02-07,411001,Pune,Maharashtra,Urban,177
2025-02-08,411001,Pune,Maharashtra,Urban,105
2025-02-09,411001,Pune,Maharashtra,Urban,69
2025-02-10,411001,Pune,Maharashtra,Urban,211
2025-02-11,411001,Pune,Maharashtra,Urban,124
2025-02-12,411001,Pune,Maharashtra,Urban,143
2025-02-13,411001,Pune,Maharashtra,Urban,180
2025-02-14,411001,Pune,Maharashtra,Urban,132
2025-02-15,411001,Pune,Maharashtra,Urban,113
2025-02-16,411001,Pune,Maharashtra,Urban,95
2025-02-17,411001,Pune,Maharashtra,Urban,119
2025-02-18,411001,Pune,Maharashtra,Urban,164
2025-02-19,411001,Pune,Maharashtra,Urban,133
2025-02-20,411001,Pune,Maharashtra,Urban,171
2025-02-21,411001,Pune,Maharashtra,Urban,207
2025-02-22,411001,Pune,Maharashtra,Urban,125
2025-02-23,411001,Pune,Maharashtra,Urban,71
2025-02-24,411001,Pune,Maharashtra,Urban,154
2025-02-25,411001,Pune,Maharashtra,Urban,129
2025-02-26,411001,Pune,Maharashtra,Urban,132
2025-02-27,411001,Pune,Maharashtra,Urban,153
2025-02-28,411001,Pune,Maharashtra,Urban,138
2025-03-01,411001,Pune,Maharashtra,Urban,205
2025-03-02,411001,Pune,Maharashtra,Urban,77
2025-03-03,411001,Pune,Maharashtra,Urban,195
2025-03-04,411001,Pune,Maharashtra,Urban,174
2025-03-05,411001,Pune,Maharashtra,Urban,194
2025-03-06,411001,Pune,Maharashtra,Urban,239
2025-03-07,411001,Pune,Maharashtra,Urban,166
2025-03-08,411001,Pune,Maharashtra,Urban,121
2025-03-09,411001,Pune,Maharashtra,Urban,95
2025-03-10,411001,Pune,Maharashtra,Urban,224
2025-03-11,411001,Pune,Maharashtra,Urban,152
2025-03-12,411001,Pune,Maharashtra,Urban,166
2025-03-13,411001,Pune,Maharashtra,Urban,147
2025-03-14,411001,Pune,Maharashtra,Urban,10
2025-03-15,411001,Pune,Maharashtra,Urban,188
2025-03-16,411001,Pune,Maharashtra,Urban,65
2025-03-17,411001,Pune,Maharashtra,Urban,171
2025-03-18,411001,Pune,Maharashtra,Urban,223
2025-03-19,411001,Pune,Maharashtra,Urban,155
2025-03-20,411001,Pune,Maharashtra,Urban,171
2025-03-21,411001,Pune,Maharashtra,Urban,171
2025-03-22,411001,Pune,Maharashtra,Urban,127
2025-03-23,411001,Pune,Maharashtra,Urban,67
2025-03-24,411001,Pune,Maharashtra,Urban,225
2025-03-25,411001,Pune,Maharashtra,Urban,236
2025-03-26,411001,Pune,Maharashtra,Urban,222
2025-03-27,411001,Pune,Maharashtra,Urban,200
2025-03-28,411001,Pune,Maharashtra,Urban,163
2025-03-29,411001,Pune,Maharashtra,Urban,112
2025-03-30,411001,Pune,Maharashtra,Urban,65
2025-03-31,411001,Pune,Maharashtra,Urban,20
2025-04-01,411001,Pune,Maharashtra,Urban,433
2025-04-02,411001,Pune,Maharashtra,Urban,224
2025-04-03,411001,Pune,Maharashtra,Urban,238
2025-04-04,411001,Pune,Maharashtra,Urban,224
2025-04-05,411001,Pune,Maharashtra,Urban,158
2025-04-06,411001,Pune,Maharashtra,Urban,97
2025-04-07,411001,Pune,Maharashtra,Urban,347
2025-04-08,411001,Pune,Maharashtra,Urban,179
2025-04-09,411001,Pune,Maharashtra,Urban,205
2025-04-10,411001,Pune,Maharashtra,Urban,58
2025-04-11,411001,Pune,Maharashtra,Urban,314
